Title,Link,Authors,Year,Cited,SDGs
daya masyarakat tingkat sarana sanitasi rumah tangga jamban desa bina margoagung camat jatimulyo lampung selatan,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan masyarakat dalam meningkatkan sarana sanitasi rumah tangga (jambanisasi) di desa binaan margoagung kecamatan jatimulyo lampung selatan',s sutarto mnp at angraini sm wijaya dwsr wardani h nasution,2019,0,SDG 2: Tanpa Kelaparan
peer review housing condition as tuberculosis infection risk factor,https://scholar.google.com/scholar?q=+intitle:'peer review: housing condition as tuberculosis infection risk factor',dw wardani ep wahono,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
kader prolanis skrining hipertensidiabetes militus desa marga agung camat jati agung kabupaten lampung selatan,https://scholar.google.com/scholar?q=+intitle:'kader prolanis dan skrining hipertensi-diabetes militus di desa marga agung kecamatan jati agung kabupaten lampung selatan',s sutarto dwsr wardani r indriyani wt utama,2019,0,SDG 2: Tanpa Kelaparan
kaji cemar bakteri patogen produk olah ikan study of phatogen bacteria contaminant on fish proccessed product,https://scholar.google.com/scholar?q=+intitle:'kajian cemaran bakteri patogen pada produk olahan ikan study of phatogen bacteria contaminant on fish proccessed product',d sartika s hidayat,2019,0,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
efek ekstrak polar daun gamal gliricidia maculata mortalitas semut dolichoderus buah kopi,https://scholar.google.com/scholar?q=+intitle:'efek ekstrak polar daun gamal (gliricidia maculata) terhadap mortalitas semut dolichoderus pada buah kopi',f fitrisia n nukmal e rosa,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
uji formula ekstrak air serbuk daun gamal kultivar beda hama kutu putih kakao planococcus minor hemiptera pseudococcidae,"https://scholar.google.com/scholar?q=+intitle:'uji formula ekstrak air serbuk daun gamal dua kultivar berbeda terhadap hama kutu putih kakao (planococcus minor, hemiptera: pseudococcidae)'",n nukmal,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
isolasidanujipatogenitasisolatfungientomopatogenterhadap stadiumdewasanyamukaedesaegypti,https://scholar.google.com/scholar?q=+intitle:'isolasidanujipatogenitasisolatfungientomopatogenterhadap stadiumdewasanyamukaedesaegypti',e rosa b irawan n nukmal,2019,0,SDG 15: Ekosistem Daratan
keanekaragaman arthropoda tanah tipe kelola lahan kopi coffea spp camat gedung surian kabupaten lampung barat,https://scholar.google.com/scholar?q=+intitle:'keanekaragaman arthropoda tanah pada dua tipe pengelolaan lahan kopi (coffea spp.) di kecamatan gedung surian kabupaten lampung barat',n nismah,2019,0,SDG 2: Tanpa Kelaparan
awet bunga alamanda alamanda cathartica l larut npropanol gliserin,https://scholar.google.com/scholar?q=+intitle:'pengawetan bunga alamanda (alamanda cathartica l.) menggunakan larutan n-propanol dan gliserin',c wulandari dm maharani,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
hasil nilai peer review daily range preferences of sumatran elephant elephas maximus sumatranus in bukit baris selatan national park jurnal sylva lestari 7 3sept …,"https://scholar.google.com/scholar?q=+intitle:'hasil penilaian peer review"" daily range preferences of sumatran elephant (elephas maximus sumatranus) in bukit barisan selatan national park. jurnal sylva lestari, 7 (3)(sept …'",w widodo a darmawan c wulandari bs dewi,2019,0,SDG 15: Ekosistem Daratan
peer review results of paper judul artikel ilmiah community preferences for social forestry facilitation programming in lampung indonesia,"https://scholar.google.com/scholar?q=+intitle:'peer review results of paper"" judul artikel ilmiah community preferences for social forestry facilitation programming in lampung, indonesia""'",c wulandari h kurniasih,2019,0,SDG 11: Kota dan Permukiman yang Berkelanjutan
landscape characteristics of codot coffee in kph kota agung utara lampung,"https://scholar.google.com/scholar?q=+intitle:'landscape characteristics of codot coffee in kph kota agung utara, lampung'",d riyanto c wulandari a darmawan,2019,0,SDG 15: Ekosistem Daratan
kontribusi kelompok wanita tani hutan register 45b lestari hutan lindung lampung barat,https://scholar.google.com/scholar?q=+intitle:'kontribusi kelompok wanita tani hutan register 45b dalam pelestarian hutan lindung di lampung barat',r wilyanuari c wulandari w hidayat s herwanti,2019,0,SDG 5: Kesetaraan Gender
daily range preferences of sumatran elephant elephas maximus sumatranus in bukit baris selatan national park,https://scholar.google.com/scholar?q=+intitle:'daily range preferences of sumatran elephant (elephas maximus sumatranus) in bukit barisan selatan national park.',wa rohman a darmawan c wulandari bs dewi,2019,0,SDG 15: Ekosistem Daratan
tingkat tahan individu mahasiswa unila padaaspek soft skill studi mahasiswa fakultas ilmu sosial politik faklutas dokter unila,"https://scholar.google.com/scholar?q=+intitle:'tingkat ketahanan individu mahasiswa unila padaaspek soft skill (studi pada mahasiswa fakultas ilmu sosial dan politik, dan faklutas kedokteran, unila)'",p budiono f rosalia l muflihah,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
similarity check of paper impacts of the new decentralization law 232014 to the implementation of community based forest management in lampung province indonesia,"https://scholar.google.com/scholar?q=+intitle:'similarity check of paper"" impacts of the new decentralization law 23/2014 to the implementation of community based forest management in lampung province, indonesia""'",c wulandari p budiono m ekayani,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
peer review results of paper impacts of the new decentralization law 232014 to the implementation of community based forest management in lampung province indonesia,"https://scholar.google.com/scholar?q=+intitle:'peer review results of paper"" impacts of the new decentralization law 23/2014 to the implementation of community based forest management in lampung province, indonesia""'",c wulandari p budiono m ekayani,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
damping tingkat kelola jasa air bersih masyarakat desa bayas jaya camat way khilau kabupaten sawar,"https://scholar.google.com/scholar?q=+intitle:'pendampingan peningkatan pengelolaan jasa air bersih untuk masyarakat desa bayas jaya, kecamatan way khilau, kabupaten pesawaran'",z abidin sb yuwono d lengkana,2019,0,SDG 2: Tanpa Kelaparan
lipid contain of three microalgae on culture with different ph and salinity,https://scholar.google.com/scholar?q=+intitle:'lipid contain of three microalgae on culture with different ph and salinity',i fadhlilah t annisa el widiastuti wh maharani,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
ekstrak etanol bauhinia purpurea taurine pulih fertilitas hiperglikemik mencit jantan,https://scholar.google.com/scholar?q=+intitle:'ekstrak etanol bauhinia purpurea dan taurine dalam pemulihan fertilitas hiperglikemik mencit jantan',el widiastuti y yulianti fc sari wa nurfitri,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
dekat matematik butuh torsi potong pisau potong rumput tipe rotari,https://scholar.google.com/scholar?q=+intitle:'pendekatan matematik kebutuhan torsi pemotongan pada pisau pemotong rumput tipe rotari',s suharyatun,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
analisis ekonomi mesin potong padi paddy mower tipe glx 328rh,https://scholar.google.com/scholar?q=+intitle:'analisis ekonomi mesin pemotong padi (paddy mower) tipe glx 328-rh',s suharyatun s asmara a haryanto b lanya mta saputra s anisa,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
model jaring syaraf tiru prediksi indeks plastisitas tanah,https://scholar.google.com/scholar?q=+intitle:'model jaringan syaraf tiruan untuk memprediksi indeks plastisitas tanah',w rahmawati s suharyatun c sugianti,2019,0,SDG 4: Pendidikan Berkualitas
latih sambung buat alat perangkap hama semi otomatis tanam hortikultura tingkat produktivitas tani camat kota gajah lampung,"https://scholar.google.com/scholar?q=+intitle:'pelatihan berkesinambungan pembuatan alat perangkap hama semi otomatis tanaman hortikultura untuk peningkatan produktivitas petani kecamatan kota gajah, lampung tengah'",m telaumbanua b lanya a haryanto s suharyatun w rahmawati,2019,0,SDG 2: Tanpa Kelaparan
continuous training of making automatic semi pump equipment of horticulture plants for increasing productivity of farmers in kota gajah district central lampung,"https://scholar.google.com/scholar?q=+intitle:'continuous training of making automatic semi pump equipment of horticulture plants for increasing productivity of farmers in kota gajah district, central lampung'",m telaumbanua b lanya a haryanto s suharyatun w rahmawati,2019,0,SDG 15: Ekosistem Daratan
similirity temperature distribution in the planum on the cocoa box dryer in sidorejo village east lampung regency,"https://scholar.google.com/scholar?q=+intitle:'similirity: temperature distribution in the planum on the cocoa box dryer in sidorejo village, east lampung regency'",s suharyatun s asmara b lanya r eprimal,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
an analysis of brand awareness influence on purchase intention in bandar lampung city s online tranportation service study on y generation consumers,https://scholar.google.com/scholar?q=+intitle:'an analysis of brand awareness influence on purchase intention in bandar lampung city’s online tranportation service (study on y generation consumers)',drh pandjaitan,2019,0,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
suluh pribadi karakter kembang kewirausahaan generasi muda indonesia sma xaverius pahoman bandar lampung,https://scholar.google.com/scholar?q=+intitle:'penyuluhan kepribadian yang berkarakter dalam mengembangkan kewirausahaan generasi muda indonesia di sma xaverius pahoman bandar lampung',ds warganegara drh pandjaitan,2019,0,"SDG 16: Perdamaian, Keadilan, dan Kelembagaan yang Tangguh"
the role of gender moderation in green marketing effect on the decision of purchasing bodyshop cosmetic product in bandar lampung,https://scholar.google.com/scholar?q=+intitle:'the role of gender moderation in green marketing effect on the decision of purchasing bodyshop cosmetic product in bandar lampung',drh pandjaitan m ms,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
the effect of cellular marketing and the attitude towards the desire to buy dunkin donut in bandar lampung,https://scholar.google.com/scholar?q=+intitle:'the effect of cellular marketing and the attitude towards the desire to buy dunkin donut in bandar lampung',drh pandjaitan,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
daya ekonomi wanita inovasi produk olah susu kefir desa mulyosari kabupaten sawar,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan ekonomi wanita melalui inovasi produk olahan susu kefir di desa mulyosari kabupaten pesawaran',das ambarwati drh pandjaitan,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
income levels and factors that influence the unsustainability of cassava manihot utilissima partnership in lampung province indonesia,"https://scholar.google.com/scholar?q=+intitle:'income levels and factors that influence the unsustainability of cassava (manihot utilissima) partnership in lampung province, indonesia'",wa zakaria t endaryanto lsm indah l marlina a mutolib,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
dominant factors on food coping mechanism of poor household at pringsewu regency,https://scholar.google.com/scholar?q=+intitle:'dominant factors on food coping mechanism of poor household at pringsewu regency',wd sayekti wa zakaria ts syafani,2019,0,"SDG 9: Industri, Inovasi, dan Infrastruktur"
pola konsumsi tempe keluarga prasejahtera lurah way lunik camat bandar lampung,https://scholar.google.com/scholar?q=+intitle:'pola konsumsi tahu dan tempe pada keluarga prasejahtera (kasus di kelurahan way lunik kecamatan panjang bandar lampung)',ra muhammad reza azhar wan abbas zakaria,2019,0,SDG 2: Tanpa Kelaparan
analisis faktorfaktor pengaruh produksi tingkat dapat usahatani padi sawah serta upsus pajale camat gadingrejo kabupaten pringsewu,https://scholar.google.com/scholar?q=+intitle:'analisis faktor-faktor yang mempengaruhi produksi dan tingkat pendapatan usahatani padi sawah peserta upsus pajale di kecamatan gadingrejo kabupaten pringsewu',k astasari,2019,0,SDG 2: Tanpa Kelaparan
faktorfaktor pengaruh beri asi eksklusif bayi usia 712 wilayah kerja puskesmas kota ternate 2018,https://scholar.google.com/scholar?q=+intitle:'faktor-faktor yang mempengaruhi pemberian asi eksklusif pada bayi usia 7-12 bulan di wilayah kerja puskesmas kota ternate tengah tahun 2018',m ambar a rahayu d kurniawan,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
isolasi modifikasi senyawa artonin e fraksi polar kayu akar tumbuh kenang artocarpus rigida,https://scholar.google.com/scholar?q=+intitle:'isolasi dan modifikasi senyawa artonin e dari fraksi polar kayu akar tumbuhan kenangkan (artocarpus rigida)',t suhartati si hasanah jf suwandi as yandri,2019,0,SDG 15: Ekosistem Daratan
isolasi senyawa bioaktif kulit cabang tumbuh pudau artocarpus kemando miq,https://scholar.google.com/scholar?q=+intitle:'isolasi senyawa bioaktif dari kulit cabang tumbuhan pudau (artocarpus kemando miq.)',t suhartati y yandri,2019,0,SDG 15: Ekosistem Daratan
isolation characterization modification of artocarpin compound from pudau plant artocarpus kemando miq and bioactivity antibacterial assay of artocarpin compound and their …,"https://scholar.google.com/scholar?q=+intitle:'isolation, characterization, modification of artocarpin compound from pudau plant (artocarpus kemando miq.) and bioactivity antibacterial assay of artocarpin compound and their …'",t suhartati as yandri s suripto iq hardoko k sadiah,2019,0,SDG 3: Kehidupan Sehat dan Sejahtera
tingkat stabilitas termal enzim amilase bacillus subtil itbccb148 amobilisasi zeolit,https://scholar.google.com/scholar?q=+intitle:'peningkatan stabilitas termal enzim α-amilase dari bacillus subtilis itbccb148 dengan amobilisasi menggunakan zeolit',f sejati t suhartati,2019,0,SDG 2: Tanpa Kelaparan
konsep program kendali hama tumbuh,https://scholar.google.com/scholar?q=+intitle:'konsep dan program pengendalian hama tumbuhan',r hasibuan,2019,0,SDG 2: Tanpa Kelaparan
check similarity result economic value analysis of community forest food products in ngarip village ulu belu subdistrict tanggamus regency a case from indonesia,"https://scholar.google.com/scholar?q=+intitle:'check similarity result economic value analysis of community forest food products in ngarip village, ulu belu subdistrict, tanggamus regency (a case from indonesia)'",s herwanti ig febryano d zulfiani,2019,0,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
private forest management in tulang bawang barat,https://scholar.google.com/scholar?q=+intitle:'private forest management in tulang bawang barat.',e anatika h kaskoyo ig febryano is banuwa,2019,0,SDG 4: Pendidikan Berkualitas
